,comment,macrolabel,microlabel,source
2048,"이집트는 아프리카에서 3번째로 거대한 경제규모를 보유하고 있으며, 명목 GDP로는 40번째, PPP로는 19번째로 거대한 경제를 가지고 있다.",Clean,None,위키피디아
2049,"본래 예수 그리스도를 고백하고, 사도들이 전한 복음을 따르고 성경과 보편공의회 교리를 지키는 교회에 붙이던 용어다.",Clean,None,위키피디아
2050,"우리나라의 불교도들은 전통적으로 한역된 경전, 즉 대장경을 수지독송해 왔다.",Clean,None,위키피디아
2051,추운 겨울에도 온갖 풍상을 참고 이겨내는 인동초로 비유되어 불리기도 하였다.,Clean,None,위키피디아
2052,"15 ~ 17세기 대항해시대에 그리스도교는 선교를 통해 아메리카, 오세아니아, 사하라 이남 아프리카 등 전 세계로 퍼져 나갔다.",Clean,None,위키피디아
2053,"에이즈는 신체의 면역, 저항력이 저하되는 질병으로 보통 에이즈 질환으로 인한 사망과 그외에도 면역력이 약화되어 기타 다른 질병에 함께 감염되어 합병증으로 사망하는 사례도 보고되고 있다.",Clean,None,위키피디아
2054,소백산맥을 경계로 동남방언과 구획된다.,Clean,None,위키피디아
2055,"이후 탁신 장군이 왕국을 재통합하는 데에 성공했고, 단명한 톤부리 왕조를 세웠다.",Clean,None,위키피디아
2056,또한 2011년 8월에는 S&P에 의해 미국의 국가신용등급이 강등되면서 세계 경제는 또 한 번의 충격에 빠졌다.,Clean,None,위키피디아
2057,"이는 민족 정신과 종교 및 문화에 따라서, 그리고 시대 변화에 따라서 이들 관념이 뒤섞여 있기 때문이다,",Clean,None,위키피디아
2058,"군대는 공적인 권력 기관이라는 점에서 준군사조직과 다르며, 외국과의 전쟁에 대비한다는 점에서 내부의 치안유지를 담당하는 경찰 등의 국가행정기관과도 다르다.",Clean,None,위키피디아
2059,조금 늦게 유럽 국가에도 다문화주의적인 견해가 도입되었다.,Clean,None,위키피디아
2060,"1995년 자 ‘5·18민주화운동 등에 관한 특별법’ 제정으로 희생자에게 하는 보상 및 희생자 묘역 성역화가 이뤄졌고, 1997년에 '5.18민주화운동'을 국가기념일로 제정해 1997년부터 대한민국 정부 주관 기념행사가 열렸다.",Clean,None,위키피디아
2061,페미니즘이 등장한 19세기 이후부터 결혼 제도가 배우자 선택에 자율권이 없던 여성에게서 성적 자기결정권을 박탈한다는 비판이 꾸준히 제기되었다.,Clean,None,위키피디아
2062,"초대 최고지도자 김일성은 6.25 전쟁, 8월 종파 사건 등을 거쳐 정적을 제거하여 수령 중심 정치 체제를 완성하였다.",Clean,None,위키피디아
2063,2021년 10월 12일 제20대 대통령 선거 정의당 후보로 선출되었다.,Clean,None,위키피디아
2064,"포항, 영덕, 구룡포의 향토음식이었던 과메기가 다른 지역으로 알려진 건 진공 포장과 운송 방법이 개발되고 과메기의 영양가가 알려진 1990년대 이후이다.",Clean,None,위키피디아
2065,일반적으로종교 현상을 연구하고 종교 일반의 본질 그리고 신앙체제와 방법을 밝히는 것이 목적이다.,Clean,None,위키피디아
2066,"캄보디아 왕국, 약칭 캄보디아는 동남아시아 인도차이나 반도에 있는 입헌 군주국이다.",Clean,None,위키피디아
2067,"그 결과 한국은 2012년 8월 무디스, 피치, S&P등 3대 신용평가사로부터 사상 최고의 국가신용등급을 받았고, 특히 피치로부터 받은 국가신용등급은 사상 처음으로 중국과 일본을 앞섰다. 가장 논란이 된 것은 4대강 살리기 사업으로 반대 진영은 경제효과 의문, 녹조 등 환경파괴, 부실공사, 공기업, 부실재정, 유지보수비용, 기업의 입찰담합 등을 주장하며 대대적인 비난에 나섰다.",Clean,None,위키피디아
2068,불교는 기원전 6세기경 인도의 고타마 싯다르타에 의해 창시된 인도 계통의 종교이다.,Clean,None,위키피디아
2069,"이후 가자 지구는 2007년 하마스의 통치 하에 들어가게 되었으며, 이스라엘은 2005년부터 2007년까지 가자 지구에서 철수했다.",Clean,None,위키피디아
2070,"발견되는 것은 영국의 보수 월간지 《스펙테이터》 1871년 4월호 기사이며, 사전에 처음",Clean,None,위키피디아
2071,제4공화국 당시 친구인 전두환과 하나회를 결성하여 12·12 군사 반란을 주도하였다.,Clean,None,위키피디아
2072,그러나 그 후 다양한 제3세계 등의 페미니즘 사상가들은 '여성'이 균질한 정체성을 공유하는 개인들의 그룹이라는 전제를 문제시하였다.,Clean,None,위키피디아
2073,"양육이란 아동을 어른으로 성장하도록 돌보면서 지적 사회적 능력을 길러주는 것으로서 주로 친부모에 의해 이루어지지만 입양된 경우 양부모에게서, 또는 정부나 비영리 단체가 운영하는 보육원에서 양육이 되기도 한다.",Clean,None,위키피디아
2074,서귀포시는 대한민국 제주특별자치도 남부에 있는 행정시이다.,Clean,None,위키피디아
2075,"그 외에도 1991년 걸프전, 1993년 소말리아, 1999년 동티모르 등에 세계평화유지를 위해 파병되었다.",Clean,None,위키피디아
2076,"세계에서 손꼽히는 다문화 국가 중 하나로, 주로 백인, 흑인, 아시아인 등 여러 인종들이 섞여 있다.",Clean,None,위키피디아
2077,"이 중 특히 러시턴의 저작은 인종주의의 반대자에게는 차별주의적으로 인식되며, 다른 저작들은 의사 과학으로 치부되거나 실수가 많은 것으로 여겨진다.",Clean,None,위키피디아
2078,중화인민공화국에는 한족과 55개의 소수 민족이 살고 있으며 인구의 94% 이상은 한족이다.,Clean,None,위키피디아
2079,완전한 모병제를 취하는 국가에서는 전시 동안 징집병으로서 보충하는 상황이 아닌 경우 시민들은 병역의 의무를 지지 않는다.,Clean,None,위키피디아
2080,"남성학은 페미니즘, 여성학에 자극되어 1990년대에 본격적으로 등장한 새로운 학문 영역이다.",Clean,None,위키피디아
2081,군대 활용을 연구하는 학문은 군사학이라 부른다.,Clean,None,위키피디아
2082,"북동쪽으로 광주광역시, 북서쪽에 함평군, 남서쪽에 무안군, 남쪽에 영암군, 동쪽에는 화순군과 인접해 있다.",Clean,None,위키피디아
2083,글자 수는 25개이고 자음 20개와 모음 5개로 이루어져 있다.,Clean,None,위키피디아
2084,"서남방언은 중부방언, 서북방언과 함께 음장 지역으로 묶이는데 이 지역의 음장은 단어의 의미를 분화시켜주는 기능을 한다.",Clean,None,위키피디아
2085,"이승만은 대한민국의 개화파·독립운동가·언론인·정치인·교육자로, 대한민국 임시 정부 초대 대통령이자 마지막 주석을 거쳐 대한민국의 제1·2·3대 대통령을 역임했다.",Clean,None,위키피디아
2086,"그의 연구 이전에는 ""젠더""라는 단어는 그저 문법적 범주 중 하나일 뿐이었다.",Clean,None,위키피디아
2087,"이전에 로마를 중심으로 이탈리아 반도 중부를 넓게 차지한 교황령이 있었으나, 19세기 이탈리아 왕국에 강제 합병되었고, 10년 후인 1870년에는 로마와 더불어 나머지 다른 지역도 모두 이탈리아에 합병되어 소멸했었다.",Clean,None,위키피디아
2088,"장례는 대한민국에서 가족장으로 집행되었으며, 국립서울현충원에 안장되었다.",Clean,None,위키피디아
2089,이라크 공화국은 서아시아에 있는 공화국이다.,Clean,None,위키피디아
2090,말레이시아는 동남아시아에 있는 연방제 입헌 군주국이다.,Clean,None,위키피디아
2091,"연설에 능하였으며, 국회에서 가장 오래 연설한 기록으로 기네스북 증서를 받았다.",Clean,None,위키피디아
2092,일본이 제2차 세계 대전에서 패망할 때까지 일본 제국이 수립한 만주국의 일제관동군장교로 근무하였다.,Clean,None,위키피디아
2093,"조선민주주의인민공화국에서도 본 사건을 ""광주인민봉기""로 부르며 해마다 기념하고 있다.",Clean,None,위키피디아
2094,"주요 섬들에는 수마트라, 자와, 보르네오, 술라웨시, 뉴기니 등이 있다.",Clean,None,위키피디아
2095,"1580년부터 1640년까지 에스파냐 왕은 ""모든 히스파니아의 왕""으로 번역되는 Rex Omniae Hispaniae라는 라틴어 칭호를 사용했고 히스패닉이란 용어는 에스파냐와 그 사람 및 문화를 가리키는 용법으로 굳어졌다.",Clean,None,위키피디아
2096,"오늘날에는 천주교 신앙의 전파 및 정통 천주교 교리의 수호는 물론 교회 일치 운동과 종교 간 대화, 자선 활동, 인권 수호 등에 매진하고 있다.",Clean,None,위키피디아
2097,"대상화는 사회적 수준에서 일반적으로 관찰되지만, 개인적 수준에서도 관찰될 수 있다.",Clean,None,위키피디아
2098,한국의 여성주의는 1920년대 근우회 설립 이후 한국 지역 내에서 비롯된 여성주의 뜻한다.,Clean,None,위키피디아
2099,울산은 대한민국 총 수출의 17.7%를 차지한다.,Clean,None,위키피디아
2100,"학벌과 더불어 학력은 특정 학파 또는 특정 학교 출신자가 어느 직업 혹은 특정 기업, 특정 집단 내에서 암묵적인 지위나 세력을 형성한다.",Clean,None,위키피디아
2101,하지만 무신론적 종교라고 보기는 힘들다.,Clean,None,위키피디아
2102,히스패닉이 에스파냐 왕국의 형용사로 굳어지면서 포르투갈 역시 대항의식에서 포르투갈의 영역과 겹치는 고대 로마의 주 이름인 루시타니아라는 이름을 채용했다.,Clean,None,위키피디아
2103,경상남도는 대한민국 남동부에 있는 도이다.,Clean,None,위키피디아
2104,조선시대에는 경상 감영 소재지로서 영남 지방의 중심지였다.,Clean,None,위키피디아
2105,이를 위해 단일 국가의 형태를 가지며 통일된 법과 정부 체계를 갖춘다.,Clean,None,위키피디아
2106,"원래는 스페인어를 사용하면서 미국에 거주하는 라틴 아메리카계의 미국 주민 또는 미국에 살고 있는 멕시코계 미국인과 푸에르토리코인을 가리키는 사람들로 한정되었으나, 중남미 여러 나라에서 정치 정세의 불안이나 빈곤 등으로 인하여 자기 나라를 빠져나와 미국에 밀입국하는 사람들이 많아지자 그들도 포함하게 되었다.",Clean,None,위키피디아
2107,"현대 중국어는 성조가 존재하며, 성조에 따라 단어의 의미가 바뀌기도 한다.",Clean,None,위키피디아
2108,"이후 2016년 6월 29일 최고인민회의에서 국방위원회를 폐지하고 국무위원회를 신설했으며, 국방위원회 제1위원장 대신 국무위원회 위원장으로 취임하였다.",Clean,None,위키피디아
2109,"사용 지역은 옛 경상도의 행정 구역과 대체로 일치하며, 영남 방언, 경상도 방언, 경상어라고도 불린다.",Clean,None,위키피디아
2110,성폭행이라고도 한다.,Clean,None,위키피디아
2111,"세계를 창조한 하나의 신을 인정하되, 그 신은 세계와 별도로 존재하며 세상을 창조한 뒤에는 세상, 물리법칙을 바꾸거나 인간에게 접촉하는 인격적 주재자로 보지 않는다.",Clean,None,위키피디아
2112,대미외교는 임기 중 한미FTA 발효를 통해 60여 년간 이어진 한·미 군사동맹을 ‘안보+경제’의 포괄동맹으로 진일보 시켰다.,Clean,None,위키피디아
2113,"1970년대까지는 널리 쓰이지 못했으나, 이후 페미니스트 이론에서 생물학적 성과 사회적으로 구성된 젠더의 구분을 받아들이면서 점차 통용되기 시작하였다.",Clean,None,위키피디아
2114,야훼 또는 야웨는 성경에 나오는 하느님이 사람들에게 밝힌 자신의 이름이다.,Clean,None,위키피디아
2115,"동쪽은 동해, 서쪽으로 전라북도·충청북도, 남쪽으로 대구광역시를 둘러싸며 울산광역시·경상남도와 접하고, 북쪽은 강원도와 경계를 이룬다.",Clean,None,위키피디아
2116,"따라서 관치행정과 중앙집권, 자치행정과 지방 분권은 대체로 동의이어를 의미하고 있다.",Clean,None,위키피디아
